ORF	Length
YOL052C	1191
YOL052C-A	186
YOL053W	1188
YOL054W	1221
YOL055C	1656
YOL056W	912
YOL057W	2136
YOL058W	1263
YOL059W	1323
YOL060C	2121
YOL061W	1491
YOL062C	1476
YOL063C	2874
YOL064C	1074
YOL065C	1155
YOL066C	1776
YOL067C	534
YOL068C	1512
YOL069W	1356
YOL070C	1506
YOL071W	489
YOL072W	1368
YOL073C	969
YOL075C	3885
YOL076W	2391
YOL077C	876
YOL077W-A	207
YOL078W	3531
YOL080C	870
YOL081W	9240
YOL082W	1248
YOL083W	1239
YOL084W	2976
YOL086C	1047
YOL086W-A	273
YOL087C	3351
YOL088C	834
YOL089C	3093
YOL090W	2895
YOL091W	1830
YOL092W	927
YOL093W	882
YOL094C	972
YOL095C	2121
YOL096C	939
YOL097C	1299
YOL097W-A	186
YOL098C	3114
YOL100W	3246
YOL101C	939
YOL102C	693
YOL103W	1830
YOL104C	1059
YOL105C	1671
YOL107W	1029
YOL108C	456
YOL109W	342
YOL110W	714
YOL111C	639
YOL112W	1479
YOL113W	1968
YOL114C	609
YOL115W	1755
YOL116W	1149
YOL117W	1938
YOL119C	1506
YOL120C	561
YOL121C	435
YOL122C	1728
YOL123W	1605
YOL124C	1302
YOL125W	1431
YOL126C	1134
YOL127W	429
YOL128C	1128
YOL129W	555
YOL130W	2580
YOL131W	327
YOL132W	1416
YOL133W	366
YOL135C	669
YOL136C	1194
YOL137W	1494
YOL138C	4026
YOL139C	642
YOL140W	1272
YOL141W	2088
YOL142W	723
YOL143C	510
YOL144W	1455
YOL145C	3234
YOL146W	585
YOL147C	711
YOL148C	1815
YOL149W	696
YOL151W	1029
YOL152W	1863
YOL153C	1746
YOL154W	750
YOL155C	2904
YOL155W-A	135
YOL156W	1704
YOL157C	1770
YOL158C	1821
YOL159C	516
YOL159C-A	273
YOL161C	363
YOL162W	648
YOL163W	510
YOL164W	1941
YOL164W-A	183
YOL165C	432
YOL166W-A	156
YOR001W	2202
YOR002W	1635
YOR003W	1437
YOR004W	765
YOR005C	2835
YOR006C	942
YOR007C	1041
YOR008C	1137
YOR008C-A	225
YOR009W	1464
YOR010C	756
YOR011W	4185
YOR011W-A	207
YOR012W	414
YOR014W	2274
YOR016C	624
YOR017W	2403
YOR018W	2514
YOR019W	2193
YOR020C	321
YOR020W-A	273
YOR021C	642
YOR022C	2148
YOR023C	1701
YOR025W	1344
YOR026W	1026
YOR027W	1770
YOR028C	888
YOR030W	1860
YOR031W	210
YOR032C	1305
YOR032W-A	201
YOR033C	2109
YOR034C	2250
YOR034C-A	243
YOR035C	2370
YOR036W	867
YOR037W	1101
YOR038C	2628
YOR039W	777
YOR040W	858
YOR042W	1236
YOR043W	1461
YOR044W	474
YOR045W	186
YOR046C	1449
YOR047C	1335
YOR048C	3021
YOR049C	1065
YOR051C	1239
YOR052C	453
YOR054C	2025
YOR056C	1380
YOR057W	1188
YOR058C	2658
YOR059C	1353
YOR060C	774
YOR061W	1020
YOR062C	807
YOR063W	1164
YOR064C	660
YOR065W	930
YOR066W	1890
YOR067C	1734
YOR068C	345
YOR069W	2028
YOR070C	1914
YOR071C	1797
YOR072W-B	162
YOR073W	1773
YOR074C	915
YOR075W	1041
YOR076C	2244
YOR077W	699
YOR078W	645
YOR079C	942
YOR080W	2199
YOR081C	2250
YOR083W	888
YOR084W	1164
YOR085W	1053
YOR086C	3561
YOR087W	2028
YOR089C	633
YOR090C	1719
YOR091W	1038
YOR092W	1842
YOR093C	4947
YOR094W	552
YOR095C	777
YOR096W	573
YOR097C	528
YOR098C	3231
YOR099W	1182
YOR100C	984
YOR101W	930
YOR103C	393
YOR104W	849
YOR105W	327
YOR106W	852
YOR107W	930
YOR108W	1815
YOR109W	3324
YOR110W	1308
YOR111W	699
YOR112W	2286
YOR113W	2745
YOR114W	885
YOR115C	807
YOR116C	4383
YOR117W	1305
YOR118W	1704
YOR119C	1455
YOR120W	939
YOR122C	381
YOR123C	1395
YOR124C	3819
YOR125C	702
YOR126C	717
YOR127W	3024
YOR128C	1716
YOR129C	2682
YOR130C	879
YOR131C	657
YOR132W	1656
YOR133W	2529
YOR134W	1230
YOR136W	1110
YOR137C	1869
YOR138C	2016
YOR140W	2301
YOR141C	2646
YOR142W	990
YOR143C	960
YOR144C	2376
YOR145C	825
YOR147W	1869
YOR148C	558
YOR149C	1551
YOR150W	492
YOR151C	3675
YOR152C	771
YOR153W	4536
YOR154W	1764
YOR155C	1353
YOR156C	2181
YOR157C	786
YOR158W	957
YOR159C	285
YOR160W	2919
YOR161C	1620
YOR161C-C	147
YOR162C	2433
YOR163W	567
YOR164C	939
YOR165W	2331
YOR166C	1377
YOR167C	204
YOR168W	2430
YOR171C	1875
YOR172W	2361
YOR173W	1062
YOR174W	855
YOR175C	1860
YOR176W	1182
YOR177C	1395
YOR178C	2382
YOR179C	567
YOR180C	816
YOR181W	1902
YOR182C	192
YOR183W	390
YOR184W	1188
YOR185C	663
YOR186W	435
YOR187W	1314
YOR188W	3414
YOR189W	351
YOR190W	1338
YOR191W	4860
YOR192C	1800
YOR192C-C	237
YOR193W	1131
YOR194C	861
YOR195W	2466
YOR196C	1245
YOR197W	1299
YOR198C	1413
YOR201C	1239
YOR202W	663
YOR204W	1815
YOR205C	1671
YOR206W	2133
YOR207C	3450
YOR208W	2253
YOR209C	1290
YOR210W	213
YOR211C	2646
YOR212W	1272
YOR213C	747
YOR214C	711
YOR215C	558
YOR216C	1455
YOR217W	2586
YOR219C	2796
YOR220W	798
YOR221C	1083
YOR222W	924
YOR223W	879
YOR224C	441
YOR226C	471
YOR227W	3741
YOR228C	909
YOR229W	1404
YOR230W	1314
YOR231W	1527
YOR232W	687
YOR233W	2403
YOR234C	324
YOR236W	636
YOR237W	1305
YOR238W	912
YOR239W	1887
YOR241W	1647
YOR242C	1116
YOR243C	2031
YOR244W	1338
YOR245C	1257
YOR246C	993
YOR247W	633
YOR249C	2058
YOR250C	1338
YOR251C	915
YOR252W	537
YOR253W	531
YOR254C	1992
YOR255W	837
YOR256C	2430
YOR257W	486
YOR258W	654
YOR259C	1314
YOR260W	1737
YOR261C	1017
YOR262W	1044
YOR264W	1293
YOR265W	321
YOR266W	1272
YOR267C	2280
YOR268C	399
YOR269W	1485
YOR270C	2523
YOR271C	984
YOR272W	1383
YOR273C	1980
YOR274W	1287
YOR275C	1986
YOR276W	486
YOR278W	828
YOR279C	933
YOR280C	801
YOR281C	861
YOR283W	693
YOR284W	732
YOR285W	420
YOR286W	450
YOR287C	903
YOR288C	957
YOR289W	756
YOR290C	5112
YOR291W	4419
YOR292C	930
YOR293C-A	150
YOR293W	318
YOR294W	612
YOR295W	687
YOR296W	3870
YOR297C	579
YOR298C-A	456
YOR298W	1440
YOR299W	2241
YOR301W	1308
YOR302W	78
YOR303W	1236
YOR304C-A	231
YOR304W	3363
YOR305W	729
YOR306C	1566
YOR307C	1362
YOR308C	1764
YOR310C	1536
YOR311C	873
YOR312C	519
YOR313C	1017
YOR315W	1041
YOR316C	1320
YOR316C-A	210
YOR317W	2103
YOR319W	642
YOR320C	1476
YOR321W	2262
YOR322C	2457
YOR323C	1371
YOR324C	1809
YOR326W	4725
YOR327C	348
YOR328W	4695
YOR329C	2619
YOR330C	3765
YOR332W	702
YOR334W	1413
YOR335C	2877
YOR336W	4098
YOR337W	2280
YOR338W	1092
YOR339C	471
YOR340C	981
YOR341W	4995
YOR342C	960
YOR344C	876
YOR346W	2958
YOR347C	1521
YOR348C	1884
YOR349W	3045
YOR350C	1992
YOR351C	1494
YOR352W	1032
YOR353C	2376
YOR354C	2079
YOR355W	1569
YOR356W	1896
YOR357C	489
YOR358W	729
YOR359W	1572
YOR360C	1581
YOR361C	2292
YOR362C	867
YOR363C	2991
YOR365C	2112
YOR367W	603
YOR368W	1206
YOR369C	432
YOR370C	1812
YOR371C	2694
YOR372C	1665
YOR373W	2556
YOR374W	1560
YOR375C	1365
YOR376W-A	156
YOR377W	1578
YOR378W	1548
YOR380W	1641
YOR381W	2136
YOR381W-A	168
YOR382W	462
YOR383C	615
YOR384W	2085
YOR385W	873
YOR386W	1698
YOR387C	621
YOR388C	1131
YOR389W	1875
YOR390W	1128
YOR391C	714
YOR393W	1314
YOR394C-A	168
YOR394W	495
YOR396W	5391
YPL001W	1125
YPL002C	702
YPL003W	1389
YPL004C	1026
YPL005W	1821
YPL006W	3513
YPL007C	1767
YPL008W	2586
YPL009C	3117
YPL010W	570
YPL011C	1062
YPL012W	3687
YPL013C	366
YPL014W	1146
YPL015C	1074
YPL016W	3945
YPL017C	1500
YPL018W	1110
YPL019C	2508
YPL020C	1866
YPL021W	564
YPL022W	3303
YPL023C	1974
YPL024W	726
YPL026C	1509
YPL027W	738
YPL028W	1197
YPL029W	2214
YPL030W	1704
YPL031C	918
YPL032C	2478
YPL033C	846
YPL034W	498
YPL036W	2844
YPL037C	474
YPL038W	534
YPL038W-A	192
YPL039W	951
YPL040C	3009
YPL041C	624
YPL042C	1668
YPL043W	2058
YPL045W	2397
YPL046C	300
YPL047W	300
YPL048W	1248
YPL049C	1359
YPL050C	1188
YPL051W	597
YPL052W	879
YPL053C	1341
YPL054W	906
YPL055C	999
YPL056C	306
YPL057C	1149
YPL058C	4536
YPL059W	453
YPL060C-A	5409
YPL060W	1242
YPL061W	1503
YPL063W	1431
YPL064C	906
YPL065W	729
YPL066W	1440
YPL067C	597
YPL068C	882
YPL069C	1008
YPL070W	1839
YPL071C	471
YPL072W	1500
YPL074W	2265
YPL075W	2358
YPL076W	843
YPL077C	723
YPL078C	735
YPL079W	483
YPL081W	594
YPL082C	5604
YPL083C	1404
YPL084W	2535
YPL085W	6588
YPL086C	1674
YPL087W	954
YPL088W	1029
YPL089C	2031
YPL090C	711
YPL091W	1452
YPL092W	1377
YPL093W	1944
YPL094C	825
YPL095C	1371
YPL096C-A	207
YPL096W	1092
YPL097W	1479
YPL098C	342
YPL099C	549
YPL100W	1491
YPL101W	1371
YPL103C	1407
YPL104W	1977
YPL105C	2550
YPL106C	2082
YPL107W	747
YPL108W	507
YPL109C	1974
YPL110C	3672
YPL111W	1002
YPL112C	1185
YPL113C	1191
YPL115C	3387
YPL116W	2094
YPL117C	867
YPL118W	1035
YPL119C	1854
YPL119C-A	264
YPL120W	1674
YPL121C	669
YPL122C	1542
YPL123C	1305
YPL124W	762
YPL125W	3099
YPL126W	2691
YPL127C	777
YPL128C	1689
YPL129W	735
YPL130W	672
YPL131W	894
YPL132W	903
YPL133C	1341
YPL134C	933
YPL135W	498
YPL137C	3831
YPL138C	1062
YPL139C	1383
YPL140C	1521
YPL141C	2598
YPL143W	324
YPL144W	447
YPL145C	1305
YPL146C	1368
YPL147W	2613
YPL148C	522
YPL149W	885
YPL150W	2706
YPL151C	1356
YPL152W	1077
YPL152W-A	99
YPL153C	2466
YPL154C	1218
YPL155C	2121
YPL156C	855
YPL157W	948
YPL158C	2277
YPL159C	762
YPL160W	3273
YPL161C	1902
YPL162C	822
YPL163C	783
YPL164C	2148
YPL165C	1122
YPL166W	642
YPL167C	4515
YPL168W	1293
YPL169C	1800
YPL170W	459
YPL171C	1203
YPL172C	1389
YPL173W	894
YPL174C	2607
YPL175W	1359
YPL176C	2352
YPL177C	921
YPL178W	627
YPL179W	1650
YPL180W	2400
YPL181W	1521
YPL183C	3042
YPL183W-A	282
YPL184C	1839
YPL186C	915
YPL187W	498
YPL188W	1245
YPL189C-A	207
YPL189W	1830
YPL190C	2409
YPL191C	1083
YPL192C	402
YPL193W	1146
YPL194W	1839
YPL195W	2799
YPL196W	822
YPL198W	735
YPL199C	723
YPL200W	471
YPL201C	1386
YPL202C	1251
YPL203W	1143
YPL204W	1485
YPL206C	966
YPL207W	2433
YPL208W	1752
YPL209C	1104
YPL210C	1923
YPL211W	546
YPL212C	1635
YPL213W	717
YPL214C	1623
YPL215W	1008
YPL216W	3309
YPL217C	3552
YPL218W	573
YPL219W	1479
YPL220W	654
YPL221W	2382
YPL222W	2067
YPL223C	507
YPL224C	1455
YPL225W	441
YPL226W	3591
YPL227C	1005
YPL228W	1650
YPL229W	621
YPL230W	1176
YPL231W	5664
YPL232W	873
YPL233W	651
YPL234C	495
YPL235W	1416
YPL236C	1095
YPL237W	858
YPL239W	603
YPL240C	2130
YPL241C	807
YPL242C	4488
YPL243W	1800
YPL244C	1020
YPL245W	1365
YPL246C	789
YPL247C	1572
YPL248C	2646
YPL249C	2685
YPL249C-A	303
YPL250C	411
YPL252C	519
YPL253C	1944
YPL254W	1467
YPL255W	1158
YPL256C	1638
YPL257W	582
YPL258C	1656
YPL259C	1428
YPL260W	1656
YPL262W	1467
YPL263C	1956
YPL264C	1062
YPL265W	1827
YPL266W	957
YPL267W	630
YPL268W	2610
YPL269W	1935
YPL270W	2322
YPL271W	189
YPL272C	1554
YPL273W	978
YPL274W	1764
YPL275W	711
YPL276W	438
YPL277C	1464
YPL278C	303
YPL279C	1128
YPL280W	714
YPL281C	1314
YPL282C	495
YPL283C	5580
YPR001W	1461
YPR002W	1551
YPR003C	2265
YPR004C	1035
YPR005C	885
YPR006C	1728
YPR007C	2043
YPR008W	2085
YPR009W	807
YPR010C	3612
YPR010C-A	219
YPR011C	981
YPR013C	954
YPR015C	744
YPR016C	738
YPR017C	432
YPR018W	1821
YPR019W	2802
YPR020W	348
YPR021C	2709
YPR022C	3402
YPR023C	1206
YPR024W	2244
YPR025C	1182
YPR026W	3636
YPR027C	834
YPR028W	543
YPR029C	2499
YPR030W	3366
YPR031W	2247
YPR032W	3102
YPR033C	1641
YPR034W	1434
YPR035W	1113
YPR036W	1437
YPR036W-A	204
YPR037C	591
YPR040W	1071
YPR041W	1218
YPR042C	3228
YPR043W	279
YPR045C	1413
YPR046W	546
YPR047W	1410
YPR048W	1872
YPR049C	3537
YPR051W	531
YPR052C	282
YPR054W	1167
YPR055W	3198
YPR056W	1017
YPR057W	1026
YPR058W	924
YPR060C	771
YPR061C	906
YPR062W	477
YPR063C	423
YPR065W	1107
YPR066W	900
YPR067W	558
YPR068C	1413
YPR069C	882
YPR070W	1701
YPR071W	636
YPR072W	1683
YPR073C	486
YPR074C	2043
YPR075C	1083
YPR078C	1119
YPR079W	1146
YPR080W	1377
YPR081C	1857
YPR082C	432
YPR083W	1740
YPR084W	1371
YPR085C	1332
YPR086W	1038
YPR088C	1626
YPR089W	2667
YPR091C	2313
YPR093C	867
YPR094W	324
YPR095C	3681
YPR096C	303
YPR097W	3222
YPR098C	486
YPR100W	423
YPR101W	528
YPR102C	525
YPR103W	864
YPR104C	2811
YPR105C	2586
YPR106W	1332
YPR107C	627
YPR108W	1290
YPR108W-A	213
YPR109W	885
YPR110C	1008
YPR111W	1695
YPR112C	2664
YPR113W	663
YPR114W	948
YPR115W	3252
YPR116W	834
YPR117W	7470
YPR118W	1236
YPR119W	1476
YPR120C	1308
YPR121W	1719
YPR122W	3627
YPR124W	1221
YPR125W	1365
YPR127W	1038
YPR128C	987
YPR129W	1050
YPR131C	588
YPR132W	438
YPR133C	1233
YPR133W-A	153
YPR134W	807
YPR135W	2784
YPR137W	1722
YPR138C	1470
YPR139C	903
YPR140W	1146
YPR141C	2190
YPR143W	753
YPR144C	1659
YPR145C-A	237
YPR145W	1719
YPR147C	915
YPR148C	1308
YPR149W	522
YPR151C	621
YPR152C	1398
YPR153W	423
YPR154W	648
YPR155C	1851
YPR156C	1869
YPR157W	1404
YPR158W	759
YPR159C-A	102
YPR159W	2163
YPR160W	2709
YPR161C	1974
YPR162C	1590
YPR163C	1311
YPR164W	4224
YPR165W	630
YPR166C	348
YPR167C	786
YPR168W	474
YPR169W	1479
YPR170W-B	258
YPR171W	1731
YPR172W	603
YPR173C	1314
YPR174C	666
YPR175W	2070
YPR176C	978
YPR178W	1398
YPR179C	1968
YPR180W	1044
YPR181C	2307
YPR182W	261
YPR183W	804
YPR184W	4611
YPR185W	2217
YPR186C	1290
YPR187W	468
YPR188C	492
YPR189W	4299
YPR190C	1965
YPR191W	1107
YPR192W	918
YPR193C	471
YPR194C	2634
YPR196W	1413
YPR198W	1632
YPR199C	885
YPR200C	393
YPR201W	1215
YPR202W	717
YPR203W	309
YPR204W	3099
YDR034C-D	5313
YDR098C-B	5268
YGR109W-B	4644
